timestamp,tpms_id,tpms_model,car_model,location,latitude,longitude
2023-06-15 06:00:00.000000,TPMS_Mazda_X409_RR,Hamlin S180052056Z,Mazda CX-5,LoRa_Somerville,42.387414217479375,-71.09997211097887
2023-06-15 06:01:00.000000,TPMS_Subaru_X250_RR,Pacific TPMS-S403,Subaru Outback,LoRa_Allston,42.353429002245996,-71.1339882746735
2023-06-15 06:02:00.588744,TPMS_Honda_24_FR,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.38762056121869,-71.09968486804048
2023-06-15 06:02:00.625248,TPMS_Honda_24_FL,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.38722301514271,-71.09973949633611
2023-06-15 06:02:00.885810,TPMS_Honda_24_RL,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.38787517140407,-71.09926215173451
2023-06-15 06:03:49.117882,TPMS_Honda_24_FR,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.387126433725825,-71.0999643333795
2023-06-15 06:03:49.703542,TPMS_Honda_24_FL,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.38749182390242,-71.0993556195284
2023-06-15 06:03:49.929742,TPMS_Honda_24_RR,Continental VDO SE10001HP,Honda Accord,LoRa_Somerville,42.387190588321786,-71.09979278396972
2023-06-15 06:05:00.343343,TPMS_BMW_13_RR,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38765977750555,-71.09945381614618
2023-06-15 06:05:00.622493,TPMS_BMW_13_RL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38793041949576,-71.09999257947865
2023-06-15 06:05:00.930279,TPMS_BMW_13_FR,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38716963168851,-71.09942338081827
2023-06-15 06:05:00.988925,TPMS_BMW_12_FL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38710346900263,-71.09962458061128
2023-06-15 06:05:01.210519,TPMS_BMW_13_FL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38746839262586,-71.09997547197449
2023-06-15 06:05:01.418710,TPMS_BMW_12_RL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38805372878143,-71.09938807558505
2023-06-15 06:07:00.000000,TPMS_Mazda_X411_FR,Hamlin S180052056Z,Mazda CX-5,LoRa_SeaPort,42.35229218336419,-71.04694230849199
2023-06-15 06:07:00.000000,TPMS_Nissan_X469_RL,Omron 40700-JA00A,Nissan Altima,LoRa_Allston,42.35346095622469,-71.13320737747974
2023-06-15 06:07:35.771109,TPMS_BMW_13_FR,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38795141218743,-71.09962545425375
2023-06-15 06:07:36.067349,TPMS_BMW_13_RL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.38774470668672,-71.09985450595198
2023-06-15 06:07:36.306575,TPMS_BMW_13_FL,Huf RDE046V21,BMW X5,LoRa_Somerville,42.3878108305839,-71.09958570217937
2023-06-15 06:11:00.365932,TPMS_BMW_16_RR,Huf RDE046V21,BMW X5,LoRa_Allston,42.35396801494872,-71.13388938704496
2023-06-15 06:13:00.454159,TPMS_BMW_13_RL,Huf RDE046V21,BMW X5,LoRa_HarvardSq,42.373516618250676,-71.11865798429682
2023-06-15 06:13:00.491240,TPMS_Honda_24_RR,Continental VDO SE10001HP,Honda Accord,LoRa_HarvardSq,42.37415163177376,-71.11879699972165
2023-06-15 06:13:00.743774,TPMS_BMW_13_RR,Huf RDE046V21,BMW X5,LoRa_HarvardSq,42.37340148896019,-71.11897088000595
2023-06-15 06:13:00.792113,TPMS_BMW_13_FL,Huf RDE046V21,BMW X5,LoRa_HarvardSq,42.37349368175042,-71.118889035604
2023-06-15 06:13:01.060901,TPMS_Honda_24_RL,Continental VDO SE10001HP,Honda Accord,LoRa_HarvardSq,42.37366204113365,-71.11919589571382
2023-06-15 06:13:01.435019,TPMS_Honda_24_FL,Continental VDO SE10001HP,Honda Accord,LoRa_HarvardSq,42.374024353497106,-71.1188783493553
2023-06-15 06:14:00.552759,TPMS_BMW_12_RR,Huf RDE046V21,BMW X5,LoRa_Cambridge,42.373238870070914,-71.10922671817883
2023-06-15 06:14:00.560807,TPMS_BMW_12_FR,Huf RDE046V21,BMW X5,LoRa_Cambridge,42.373377440405186,-71.10978601600736
